取引時点,average
2006,138381.17385474726
2007,141337.46277509394
2008,111602.79852974093
2009,101377.22075548659
2010,98443.73894697434
2011,99148.51185287465
2012,101179.3699153065
2013,105530.11073081716
2014,108525.85780520337
2015,113013.38896356833
2016,117458.33397631162
2017,118697.15185602407
2018,117110.61271257454
2019,113410.68524738387
2020,121325.28782761875
2021,127794.77856715431
2022,142129.49059486872
